year_local,area,year,평균기온 7월,평균기온 8월,평균기온 9월,평균기온 10월,평균기온 11월,평균기온 12월,평균기온 1월,평균기온 2월,평균기온 3월,평균기온 4월,평균기온 5월,평균기온 6월,최고기온 7월,최고기온 8월,최고기온 9월,최고기온 10월,최고기온 11월,최고기온 12월,최고기온 1월,최고기온 2월,최고기온 3월,최고기온 4월,최고기온 5월,최고기온 6월,최저기온 7월,최저기온 8월,최저기온 9월,최저기온 10월,최저기온 11월,최저기온 12월,최저기온 1월,최저기온 2월,최저기온 3월,최저기온 4월,최저기온 5월,최저기온 6월,강수량 7월,강수량 8월,강수량 9월,강수량 10월,강수량 11월,강수량 12월,강수량 1월,강수량 2월,강수량 3월,강수량 4월,강수량 5월,강수량 6월,일조시간 7월,일조시간 8월,일조시간 9월,일조시간 10월,일조시간 11월,일조시간 12월,일조시간 1월,일조시간 2월,일조시간 3월,일조시간 4월,일조시간 5월,일조시간 6월,일사량 7월,일사량 8월,일사량 9월,일사량 10월,일사량 11월,일사량 12월,일사량 1월,일사량 2월,일사량 3월,일사량 4월,일사량 5월,일사량 6월,습도 7월,습도 8월,습도 9월,습도 10월,습도 11월,습도 12월,습도 1월,습도 2월,습도 3월,습도 4월,습도 5월,습도 6월,운량 7월,운량 8월,운량 9월,운량 10월,운량 11월,운량 12월,운량 1월,운량 2월,운량 3월,운량 4월,운량 5월,운량 6월,적설량 7월,적설량 8월,적설량 9월,적설량 10월,적설량 11월,적설량 12월,적설량 1월,적설량 2월,적설량 3월,적설량 4월,적설량 5월,적설량 6월,순간최대풍속 7월,순간최대풍속 8월,순간최대풍속 9월,순간최대풍속 10월,순간최대풍속 11월,순간최대풍속 12월,순간최대풍속 1월,순간최대풍속 2월,순간최대풍속 3월,순간최대풍속 4월,순간최대풍속 5월,순간최대풍속 6월
1991_강원도,강원도,1991,22.82795698924731,24.297132616487463,18.242592592592587,11.864874551971333,7.723703703703701,-1.2060931899641578,-4.854480286738344,-2.9944444444444427,2.805017921146955,10.331851851851852,15.067383512544794,20.919259259259263,26.689605734767017,29.4290322580645,23.438148148148144,19.238709677419347,12.87592592592592,4.391756272401434,1.291756272401433,2.244047619047618,8.13440860215054,17.63962962962962,21.27491039426523,26.30074074074073,19.87240143369176,20.353763440860213,14.044074074074073,6.201792114695343,2.9314814814814842,-5.9548387096774205,-9.96236559139785,-7.8059523809523785,-1.8913978494623669,3.0200000000000014,8.83118279569893,16.018518518518515,11.701075268817206,6.02652329749104,18.466296296296296,1.2103942652329749,2.667037037037036,0.9258064516129032,0.6272401433691756,1.4948412698412703,1.8365591397849463,2.30962962962963,3.372043010752688,2.5192592592592593,4.096774193548387,6.7168458781361995,5.262962962962963,6.9175627240143385,4.2296296296296285,4.885304659498209,5.953405017921147,6.134920634920635,5.688172043010753,8.344444444444445,8.609318996415771,7.514814814814816,5.39068100358423,6.899641577060933,5.140740740740742,5.150537634408601,2.9296296296296296,2.878136200716846,3.838709677419355,4.841269841269841,5.623655913978496,8.096296296296297,8.670250896057349,7.666666666666668,86.57706093189964,82.5089605734767,82.11481481481482,75.83512544802869,74.35185185185185,67.34050179211471,65.35842293906809,62.53174603174603,68.32974910394265,60.059259259259264,65.54121863799283,75.62222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_경기도,경기도,1991,25.0516129032258,25.91182795698925,20.493023255813966,13.147311827956994,8.16,-0.9150537634408602,-4.2559139784946245,-1.8119047619047612,4.422580645161289,11.939999999999996,16.935483870967733,22.34222222222223,29.269892473118283,31.66451612903225,26.230232558139537,21.209677419354847,14.092222222222226,4.683870967741941,1.9430107526881728,3.416666666666665,10.368817204301076,20.195555555555558,23.620430107526875,28.21111111111111,21.892473118279568,21.83010752688172,15.739534883720927,6.994623655913976,3.198888888888888,-5.631182795698924,-9.74623655913978,-6.6797619047619055,-0.6688172043010759,4.3755555555555565,10.456989247311826,17.361111111111118,12.129032258064516,8.59032258064516,19.683720930232557,0.121505376344086,1.8166666666666669,0.7989247311827957,0.5903225806451613,1.4523809523809519,1.6946236559139785,2.086666666666666,3.762365591397848,3.5755555555555563,4.827956989247311,7.118279569892473,6.209302325581397,7.451612903225807,4.344444444444443,4.774193548387096,5.989247311827956,5.809523809523809,5.978494623655914,8.688888888888886,8.301075268817204,7.666666666666668,3.4408602150537635,4.731182795698925,4.034883720930233,3.8924731182795695,2.2222222222222223,2.0,2.4301075268817205,3.023809523809524,3.5268817204301075,5.455555555555557,5.376344086021504,5.0,83.07526881720429,78.3763440860215,76.80232558139534,72.96774193548387,76.16666666666667,73.38709677419354,70.29032258064517,66.44047619047619,66.70967741935483,60.62222222222222,63.505376344086024,74.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_경상남도,경상남도,1991,26.10107526881719,27.240501792114696,21.902222222222232,15.44767025089606,11.091111111111116,3.0996415770609294,1.0225806451612902,1.3507936507936518,6.797849462365591,12.648518518518514,16.984229390680987,22.355925925925924,30.551254480286747,32.985304659498226,26.584444444444433,22.308960573476693,17.74481481481481,9.50967741935483,6.487455197132621,6.819444444444442,12.576344086021486,19.713703703703693,22.99964157706095,27.20148148148149,22.683154121863783,22.928315412186368,18.403333333333347,10.209318996415774,5.625925925925925,-2.018637992831541,-3.5709677419354837,-3.521031746031747,1.8419354838709678,6.2992592592592604,11.382437275985662,18.176666666666666,6.29820788530466,3.95663082437276,8.262962962962964,0.3419354838709677,1.9503703703703708,0.14838709677419354,1.1003584229390682,1.6261904761904762,3.621505376344088,3.5618518518518525,2.0523297491039427,8.698518518518519,6.842293906810036,8.21863799283154,5.0814814814814815,6.903225806451613,5.777777777777778,5.627240143369175,5.688172043010753,5.9444444444444455,5.946236559139785,7.511111111111112,7.745519713261649,6.074074074074074,1.9211469534050176,2.2401433691756267,1.525925925925926,1.5734767025089609,1.1444444444444444,1.03584229390681,1.118279569892473,1.3928571428571428,1.5985663082437276,2.074074074074074,2.2114695340501798,1.8925925925925928,81.40860215053762,77.06093189964156,79.35925925925926,72.78853046594982,72.81481481481481,66.18637992831542,64.08960573476703,63.63492063492063,69.28673835125447,66.36666666666666,66.53763440860214,78.75185185185184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_경상북도,경상북도,1991,24.853665689149565,26.011143695014674,20.13181818181818,13.69853372434017,9.552424242424244,1.1662756598240445,-1.537243401759529,-0.4996753246753252,4.974193548387096,11.554545454545458,16.178299120234602,22.045454545454547,29.260117302052787,31.56803519061586,25.036363636363635,21.0023460410557,15.916969696969693,7.704985337243407,4.088856304985336,4.949675324675325,10.51319648093842,18.710909090909112,22.387390029325505,27.311515151515177,21.476832844574766,21.49853372434018,16.229090909090907,7.982697947214081,4.1357575757575775,-3.994428152492668,-6.205278592375366,-5.217532467532472,0.28475073313783034,4.595151515151514,9.871260997067447,17.056363636363617,6.110557184750733,3.5260997067448696,6.979696969696969,0.938709677419355,2.0833333333333344,0.3419354838709678,0.8381231671554251,1.6253246753246753,1.9137829912023467,2.5990909090909096,1.973900293255132,2.7890909090909117,5.815249266862169,7.762463343108505,5.342424242424243,6.9237536656891505,5.318181818181818,5.80058651026393,5.410557184750734,5.6688311688311686,5.18475073313783,8.245454545454546,8.448680351906159,7.715151515151515,2.63049853372434,3.032258064516129,1.8848484848484848,1.9501466275659824,1.3090909090909093,1.3079178885630498,1.3870967741935485,1.9935064935064932,2.161290322580645,3.1,3.4545454545454546,3.278787878787879,82.51026392961877,78.97360703812316,80.84848484848484,74.35190615835778,71.74848484848484,63.343108504398835,63.516129032258064,63.36363636363637,67.83284457478004,62.83939393939394,65.69208211143695,75.84848484848484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_광주광역시,광주광역시,1991,26.59032258064516,27.625806451612906,22.496666666666666,15.9258064516129,11.573333333333334,3.73225806451613,1.4387096774193546,1.3535714285714284,7.116129032258066,13.536666666666665,18.012903225806447,22.813333333333325,30.90645161290323,33.01935483870968,27.54333333333334,22.31612903225807,17.406666666666673,8.841935483870966,5.935483870967741,6.003571428571428,12.812903225806448,20.476666666666674,23.60967741935484,27.536666666666655,23.60967741935484,23.44516129032258,18.74333333333333,11.10967741935484,6.87,0.03225806451612873,-2.0935483870967744,-2.567857142857143,2.709677419354838,7.503333333333333,12.764516129032259,18.986666666666668,6.216129032258063,9.190322580645162,4.706666666666666,0.8290322580645162,2.0766666666666667,1.1322580645161289,0.9258064516129032,1.6107142857142855,3.2322580645161287,5.713333333333334,0.9580645161290324,7.126666666666668,5.709677419354839,7.32258064516129,5.366666666666666,7.064516129032258,6.066666666666666,4.580645161290323,5.290322580645161,5.214285714285714,5.32258064516129,7.866666666666666,8.03225806451613,5.7666666666666675,15.580645161290322,17.419354838709676,12.4,12.870967741935484,8.966666666666667,6.806451612903227,7.870967741935483,10.107142857142858,12.387096774193546,18.53333333333333,19.12903225806452,15.666666666666664,81.06451612903227,76.16129032258064,78.7,70.09677419354838,76.2,73.48387096774194,68.45161290322581,71.0,70.83870967741936,61.93333333333333,64.74193548387096,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_대구광역시,대구광역시,1991,27.04516129032258,28.10322580645161,21.953333333333337,15.777419354838704,11.416666666666664,2.9967741935483865,0.5903225806451613,1.2428571428571429,6.961290322580647,13.786666666666672,18.309677419354838,24.15,31.738709677419344,33.925806451612914,26.919999999999995,22.454838709677414,17.606666666666673,8.983870967741936,5.738709677419355,6.2178571428571425,12.393548387096775,20.90666666666666,24.535483870967735,29.163333333333334,23.24838709677419,23.583870967741934,18.066666666666666,10.538709677419355,6.123333333333332,-1.7225806451612902,-3.4903225806451625,-2.878571428571429,2.2322580645161287,7.3,12.648387096774194,19.593333333333334,8.106451612903228,4.409677419354838,6.566666666666666,0.4483870967741936,1.45,0.06774193548387096,0.6645161290322581,1.585714285714286,2.5580645161290327,3.106666666666667,0.7064516129032259,3.4899999999999998,5.96774193548387,7.903225806451613,5.133333333333334,6.741935483870968,5.833333333333332,6.064516129032258,6.32258064516129,6.0,5.612903225806452,7.933333333333334,8.0,6.7333333333333325,15.161290322580646,16.741935483870968,11.2,10.93548387096774,7.8,7.03225806451613,8.774193548387098,10.357142857142858,12.290322580645164,17.066666666666666,18.93548387096774,17.433333333333334,74.6774193548387,69.51612903225806,74.56666666666666,68.51612903225806,68.86666666666666,60.74193548387096,58.354838709677416,59.07142857142857,62.096774193548384,56.13333333333333,54.67741935483871,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_대전광역시,대전광역시,1991,26.39677419354839,27.05483870967742,21.646666666666665,14.583870967741936,9.966666666666667,1.6032258064516138,-1.490322580645161,-0.457142857142857,5.329032258064517,13.116666666666665,17.85806451612903,23.11333333333333,30.63548387096775,32.34838709677419,26.496666666666666,21.374193548387094,15.71,6.787096774193548,3.645161290322581,4.325,11.248387096774195,20.433333333333326,23.88064516129032,28.31666666666667,23.04516129032257,22.683870967741928,17.536666666666665,9.119354838709675,5.109999999999999,-2.606451612903226,-5.703225806451613,-4.921428571428572,0.6935483870967742,6.286666666666665,11.787096774193552,18.26,10.793548387096775,6.935483870967741,5.053333333333333,0.13548387096774192,1.6266666666666667,0.6193548387096774,0.7483870967741937,2.032142857142857,2.8838709677419354,2.313333333333333,1.6193548387096774,5.633333333333335,5.354838709677419,7.741935483870968,5.0,7.354838709677418,4.6,4.387096774193549,5.290322580645161,5.0,5.129032258064517,7.7666666666666675,8.03225806451613,6.5,16.06451612903226,17.322580645161292,12.933333333333335,13.096774193548386,7.833333333333332,6.645161290322582,7.516129032258066,10.035714285714286,12.516129032258064,17.366666666666667,10.419354838709678,9.633333333333333,79.12903225806451,73.03225806451613,76.2,68.83870967741936,74.53333333333333,69.29032258064517,63.225806451612904,63.89285714285714,64.48387096774194,56.2,60.774193548387096,75.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_부산광역시,부산광역시,1991,25.41935483870968,28.26129032258065,22.69333333333333,17.9741935483871,13.870000000000005,5.9,3.158064516129032,3.353571428571428,8.335483870967739,13.25,16.799999999999994,21.303333333333335,28.51290322580645,32.122580645161285,26.350000000000005,22.73548387096775,18.910000000000004,10.9258064516129,7.906451612903226,8.007142857142858,12.796774193548385,17.836666666666666,20.974193548387085,24.87333333333333,23.28387096774193,25.2,20.069999999999997,14.474193548387095,10.153333333333332,2.103225806451613,-0.20967741935483852,-0.13571428571428573,4.8290322580645135,9.453333333333337,13.632258064516124,18.87,5.0,1.5580645161290323,7.063333333333333,1.3193548387096774,1.8166666666666669,0.04838709677419355,1.2225806451612906,1.6857142857142855,3.1483870967741936,2.1933333333333334,3.5580645161290323,10.240000000000002,7.0,9.225806451612904,4.533333333333333,6.451612903225807,6.2333333333333325,6.161290322580645,6.258064516129032,6.2857142857142865,5.67741935483871,7.4,7.225806451612903,5.266666666666667,9.903225806451612,12.032258064516132,7.1,6.612903225806452,5.233333333333333,4.516129032258065,4.580645161290323,5.642857142857142,6.645161290322582,15.966666666666667,17.516129032258064,14.466666666666667,85.48387096774194,77.74193548387096,79.53333333333333,68.87096774193549,67.0,55.483870967741936,53.70967741935484,51.78571428571429,64.0,65.7,67.70967741935483,83.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_서울,서울,1991,23.470967741935482,24.956451612903233,19.698333333333327,14.20483870967742,8.701666666666666,-0.619354838709677,-2.609677419354839,-0.8785714285714284,4.9,13.013333333333332,17.519354838709678,22.563333333333336,26.74032258064516,29.595161290322572,24.09666666666667,19.730645161290322,12.776666666666673,3.0661290322580643,1.6419354838709677,3.135714285714286,9.606451612903227,19.063333333333333,22.8483870967742,27.633333333333322,20.562903225806448,21.408064516129027,15.875,9.509677419354832,4.888333333333335,-4.288709677419353,-6.280645161290322,-4.567857142857141,0.7129032258064519,7.5566666666666675,12.738709677419354,18.33333333333333,14.856451612903225,10.035483870967745,18.825,0.06290322580645161,2.023333333333333,1.0919354838709678,0.4645161290322581,1.0142857142857142,2.1129032258064506,1.616666666666667,2.6838709677419352,2.726666666666667,1.9516129032258065,3.419354838709677,2.833333333333333,3.9354838709677415,2.3,2.2419354838709675,6.258064516129032,6.178571428571429,5.774193548387097,8.5,7.96774193548387,6.433333333333334,4.612903225806452,6.419354838709677,5.2,5.290322580645161,2.816666666666667,1.7580645161290325,6.387096774193548,9.857142857142858,11.258064516129034,16.466666666666665,16.419354838709676,15.433333333333335,85.0,78.8225806451613,75.86666666666666,64.79032258064517,72.5,69.58064516129032,62.806451612903224,61.0,63.58064516129032,56.36666666666667,59.58064516129032,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991_울산광역시,울산광역시,1991,26.464516129032248,27.832258064516125,22.166666666666664,16.43225806451613,12.259999999999994,4.387096774193547,1.835483870967742,2.3607142857142853,7.309677419354838,12.56,17.07096774193549,22.49,30.56774193548387,32.68709677419355,25.90666666666667,22.0516129032258,18.009999999999994,10.825806451612902,6.941935483870967,7.4678571428571425,12.48387096774194,18.59,22.43225806451613,26.94666666666667,23.3483870967742,23.812903225806462,19.123333333333328,11.883870967741938,7.346666666666667,-0.5967741935483871,-2.096774193548387,-2.0535714285714284,2.7677419354838717,6.900000000000001,12.374193548387098,18.69,6.293548387096774,1.8838709677419356,4.416666666666667,0.7709677419354839,1.603333333333333,0.025806451612903226,1.2322580645161292,1.307142857142857,3.5032258064516126,5.483333333333333,2.735483870967742,5.7,5.774193548387097,6.838709677419355,3.5,6.193548387096773,5.666666666666668,6.516129032258066,5.903225806451613,6.0357142857142865,5.161290322580644,7.2666666666666675,7.161290322580645,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.06451612903227,73.38709677419354,77.66666666666667,68.83870967741936,62.1,47.87096774193547,46.548387096774185,43.53571428571429,60.612903225806456,61.73333333333333,67.90322580645162,78.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
