year_local,평균기온 1월,평균기온 2월,평균기온 3월,평균기온 4월,평균기온 5월,평균기온 6월,평균기온 7월,평균기온 8월,평균기온 9월,평균기온 10월,평균기온 11월,평균기온 12월,최고기온 1월,최고기온 2월,최고기온 3월,최고기온 4월,최고기온 5월,최고기온 6월,최고기온 7월,최고기온 8월,최고기온 9월,최고기온 10월,최고기온 11월,최고기온 12월,최저기온 1월,최저기온 2월,최저기온 3월,최저기온 4월,최저기온 5월,최저기온 6월,최저기온 7월,최저기온 8월,최저기온 9월,최저기온 10월,최저기온 11월,최저기온 12월,강수량 1월,강수량 2월,강수량 3월,강수량 4월,강수량 5월,강수량 6월,강수량 7월,강수량 8월,강수량 9월,강수량 10월,강수량 11월,강수량 12월,일조시간 1월,일조시간 2월,일조시간 3월,일조시간 4월,일조시간 5월,일조시간 6월,일조시간 7월,일조시간 8월,일조시간 9월,일조시간 10월,일조시간 11월,일조시간 12월,일사량 1월,일사량 2월,일사량 3월,일사량 4월,일사량 5월,일사량 6월,일사량 7월,일사량 8월,일사량 9월,일사량 10월,일사량 11월,일사량 12월,습도 1월,습도 2월,습도 3월,습도 4월,습도 5월,습도 6월,습도 7월,습도 8월,습도 9월,습도 10월,습도 11월,습도 12월,운량 1월,운량 2월,운량 3월,운량 4월,운량 5월,운량 6월,운량 7월,운량 8월,운량 9월,운량 10월,운량 11월,운량 12월,적설량 1월,적설량 2월,적설량 3월,적설량 4월,적설량 5월,적설량 6월,적설량 7월,적설량 8월,적설량 9월,적설량 10월,적설량 11월,적설량 12월,순간최대풍속 1월,순간최대풍속 2월,순간최대풍속 3월,순간최대풍속 4월,순간최대풍속 5월,순간최대풍속 6월,순간최대풍속 7월,순간최대풍속 8월,순간최대풍속 9월,순간최대풍속 10월,순간최대풍속 11월,순간최대풍속 12월,10a당 생산량 (kg)
2010_강원도,-4.637829912023459,-0.25681818181818367,2.7073313782991177,7.576969696969696,14.478592375366581,19.204545454545443,22.132551319648098,22.924633431085027,17.655454545454564,11.34764705882353,4.5166666666666675,-1.5278592375366562,0.575073313782991,4.427272727272728,6.719354838709682,12.865454545454552,19.980645161290337,24.948181818181805,26.113782991202356,26.841055718475072,22.368181818181814,16.965588235294117,10.138484848484849,3.20293255131965,-9.829618768328437,-4.579870129870129,-0.9674486803519061,2.4875757575757587,9.080058651026388,14.119393939393946,19.10439882697948,20.159824046920825,14.084545454545456,7.027352941176474,-0.5233333333333334,-6.007331378299119,1.075073313782991,2.0337662337662348,2.787683284457478,1.6603030303030306,3.0712609970674474,1.668787878787879,4.549853372434017,9.630205278592372,11.849696969696968,1.1426470588235296,0.5730303030303029,0.5416422287390027,5.0821114369501466,4.324675324675325,3.686217008797654,5.106060606060606,5.665689149560118,6.651515151515151,3.378299120234604,2.9824046920821115,4.184848484848485,4.697058823529412,5.827272727272727,4.750733137829912,2.434017595307918,2.844155844155844,3.2961876832844577,4.472727272727273,5.263929618768328,5.7727272727272725,4.2082111436950145,3.5249266862170088,3.603030303030303,3.208823529411765,2.7636363636363637,2.0557184750733137,56.9941348973607,58.37987012987013,60.81231671554252,51.015151515151516,56.381231671554254,61.657575757575756,70.14369501466275,73.89736070381231,71.9969696969697,67.14117647058823,52.25454545454546,52.01466275659824,2.2639296187683287,3.357142857142857,4.343108504398827,3.696969696969697,3.598240469208211,3.3333333333333335,4.865102639296188,4.944281524926686,4.1030303030303035,3.2058823529411766,2.003030303030303,2.4868035190615836,4.555425219941348,6.492532467532468,4.22434017595308,0.014242424242424242,0,0,0,0,0,0,0.09545454545454546,0.6589442815249267,7.188856304985338,6.831168831168828,8.073900293255138,8.60424242424242,7.8548387096774155,5.702424242424244,6.458064516129034,6.0404692082111415,6.0745454545454525,5.674705882352943,7.596363636363634,8.154838709677422,4036
2010_경기도,-5.84516129032258,0.4785714285714291,4.003225806451613,9.085999999999997,16.807096774193546,22.275333333333318,25.428387096774202,25.852903225806454,20.894,13.003225806451608,4.967333333333335,-2.2574193548387087,-0.08967741935484003,5.677857142857141,8.903870967741934,15.408666666666669,23.213548387096775,28.573333333333327,29.696129032258057,30.359999999999996,26.25666666666667,19.842580645161295,11.493333333333334,3.2122580645161283,-11.523870967741935,-4.247857142857143,-0.5167741935483874,3.292666666666667,10.96516129032258,17.357999999999997,22.26000000000001,23.01354838709678,16.974666666666675,7.7619354838709675,-0.5353333333333329,-7.403225806451615,0.9083870967741933,1.7928571428571425,2.7064516129032263,2.0446666666666666,3.419354838709678,4.802000000000001,8.398064516129033,14.194193548387092,15.46666666666667,0.958709677419355,0.5233333333333333,0.8025806451612901,5.483870967741935,5.085714285714285,4.296774193548387,5.58,5.993548387096774,6.846666666666667,3.838709677419355,3.329032258064516,4.82,6.090322580645161,5.906666666666666,4.903225806451613,1.6451612903225807,2.0142857142857142,2.2451612903225806,3.1933333333333334,3.6,3.92,3.0387096774193547,2.632258064516129,2.6866666666666665,2.470967741935484,1.8333333333333333,1.4193548387096775,70.07096774193549,65.64285714285714,64.52258064516128,59.473333333333336,67.16774193548387,69.38,80.58064516129032,84.4,80.94666666666667,73.83870967741936,64.06,65.5741935483871,2.9935483870967743,4.078571428571428,5.116129032258065,4.306666666666667,4.541935483870968,4.1866666666666665,6.006451612903226,6.038709677419355,4.773333333333333,3.270967741935484,2.7266666666666666,3.232258064516129,5.776774193548387,0.7478571428571428,1.1258064516129034,0.0,0,0,0,0,0,0,0.036000000000000004,2.049677419354839,5.899354838709676,6.75,8.483870967741936,9.263999999999998,7.800000000000002,6.162000000000002,6.842580645161291,6.734838709677422,6.889333333333336,6.098709677419356,7.627999999999999,7.230967741935483,3464
2010_경상남도,0.39820788530465906,3.8456349206349207,6.750537634408598,10.59185185185185,17.375627240143363,22.362222222222208,25.079928315412207,27.246594982078836,22.7437037037037,15.726164874551982,7.855185185185182,2.414695340501792,6.624731182795697,9.08571428571429,11.28136200716846,16.261111111111113,23.482437275985667,28.224814814814803,29.53225806451612,31.677419354838705,28.231851851851868,22.074193548387086,15.278518518518512,8.390681003584229,-4.950896057347672,-0.7043650793650801,2.3053763440860213,5.301481481481481,11.833333333333336,17.511481481481475,22.245161290322585,24.224731182795693,18.653333333333332,10.80358422939068,1.627037037037038,-2.8150537634408597,1.0046594982078854,4.212301587301587,3.8878136200716846,4.987777777777778,5.551612903225806,2.054074074074074,12.925448028673832,10.04480286738351,9.772222222222222,1.7885304659498207,0.21333333333333337,0.8989247311827956,6.580645161290323,4.904761904761905,3.971326164874552,5.8,6.96415770609319,6.5814814814814815,3.7204301075268815,5.039426523297491,5.548148148148148,5.989247311827957,7.140740740740741,5.845878136200717,1.2186379928315412,1.1746031746031746,1.3225806451612903,1.9222222222222223,2.3189964157706093,2.1555555555555554,1.7634408602150538,1.7741935483870968,1.7925925925925925,1.5985663082437276,1.3185185185185184,1.03584229390681,54.14695340501792,62.32142857142857,62.935483870967744,61.58888888888889,66.61648745519713,69.73333333333333,80.84946236559139,81.48745519713262,77.0037037037037,70.48387096774194,59.596296296296295,57.2078853046595,1.2724014336917562,2.3214285714285716,2.8960573476702507,2.5444444444444443,2.3189964157706093,2.662962962962963,3.3297491039426523,2.6917562724014337,2.3777777777777778,2.096774193548387,1.0148148148148148,1.3405017921146953,0.06630824372759857,0.05952380952380953,0.11469534050179211,0.005185185185185185,0,0,0,0,0,0,0.0003703703703703704,0.1139784946236559,8.077777777777774,7.674206349206348,9.021146953405019,8.865925925925927,8.353046594982077,7.077777777777778,7.361648745519709,7.777419354838707,7.093703703703701,6.570609318996416,7.093703703703705,8.387096774193546,7153
2010_경상북도,-2.03198924731183,1.7199404761904764,4.79220430107527,9.545833333333336,16.78655913978495,21.94555555555557,25.05510752688173,26.499193548387098,20.87166666666667,13.976881720430098,6.45944444444444,0.5053763440860222,3.3766129032258063,6.716666666666667,9.363709677419353,15.32611111111112,23.094892473118303,28.018611111111113,29.522580645161305,31.180376344086042,26.303055555555563,20.104301075268825,13.445277777777761,6.126075268817207,-7.102150537634406,-2.726785714285713,0.596236559139785,3.8583333333333334,10.722580645161287,16.394444444444446,21.57204301075269,23.19489247311828,16.866944444444446,8.98467741935484,0.5761111111111101,-4.433333333333334,1.038172043010753,2.7092261904761905,2.318279569892474,1.9444444444444444,3.9373655913978496,1.0344444444444447,4.513172043010753,9.12311827956989,6.089722222222221,1.341397849462366,0.32416666666666666,1.2083333333333335,6.002688172043011,4.800595238095238,4.002688172043011,6.002777777777778,7.169354838709677,7.405555555555556,4.57258064516129,7.252688172043011,4.844444444444444,5.075268817204301,6.9,5.543010752688172,1.728494623655914,1.7261904761904763,1.913978494623656,2.8694444444444445,3.3198924731182795,3.6277777777777778,2.935483870967742,2.6666666666666665,2.361111111111111,2.013440860215054,1.8805555555555555,1.4758064516129032,57.29838709677419,63.87202380952381,65.20430107526882,57.13333333333333,62.693548387096776,67.66388888888889,77.94623655913979,80.71774193548387,78.95833333333333,74.04032258064517,55.8,56.14784946236559,1.7258064516129032,2.738095238095238,3.346774193548387,2.786111111111111,2.661290322580645,2.638888888888889,3.5913978494623655,3.381720430107527,2.988888888888889,2.6129032258064515,1.3833333333333333,1.8655913978494623,2.180107526881719,1.0398809523809522,0.22069892473118277,0.0,0,0,0,0,0,0,0.0002777777777777778,0.5188172043010753,9.561827956989248,8.520238095238092,10.017473118279572,10.128055555555559,9.252419354838722,6.811388888888885,7.633602150537642,7.604569892473118,7.212222222222225,7.306720430107527,9.46166666666667,10.615053763440862,6613
2010_전라남도,0.9358064516129031,3.519285714285715,5.908709677419355,9.033666666666663,14.94322580645162,19.227000000000015,22.191935483870946,24.04967741935484,20.450333333333337,14.000323624595476,7.676999999999997,2.8954838709677415,5.047741935483872,7.477857142857145,9.64225806451613,13.514000000000001,19.753225806451614,23.543333333333315,25.39193548387097,27.39903225806453,24.523666666666678,18.83074433656958,12.963333333333333,7.308387096774199,-2.610000000000001,0.20392857142857146,2.153225806451612,4.940666666666668,10.910322580645172,15.924333333333333,19.991935483870975,21.69516129032258,17.543999999999993,10.081553398058244,3.1493333333333315,-1.0512903225806454,1.036774193548387,3.6603571428571433,3.45741935483871,4.9686666666666675,4.266774193548386,3.9839999999999995,8.934193548387093,10.368709677419353,4.982666666666666,1.466990291262136,0.2736666666666666,1.07,4.283870967741936,3.967857142857143,3.5903225806451613,5.456666666666667,5.990322580645161,4.73,2.8838709677419354,4.316129032258065,4.863333333333333,5.543689320388349,5.576666666666667,4.280645161290322,1.5612903225806452,1.825,2.3774193548387097,3.4466666666666668,4.006451612903226,3.6633333333333336,3.3161290322580643,3.5258064516129033,3.14,2.692556634304207,2.0766666666666667,1.5064516129032257,61.0258064516129,62.535714285714285,62.43225806451613,60.0,64.58064516129032,69.08666666666667,78.08387096774193,78.2,72.14666666666666,65.3042071197411,59.46666666666667,61.016129032258064,3.035483870967742,3.5,3.912903225806452,3.4466666666666668,3.4193548387096775,4.113333333333333,4.819354838709677,4.158064516129032,3.6633333333333336,2.870550161812298,2.1633333333333336,2.825806451612903,0.5338709677419354,0.0575,0.13290322580645159,0.0,0,0,0,0,0,0,0.0,0.7164516129032257,10.752903225806458,9.782499999999999,11.271290322580638,10.688333333333333,8.602580645161295,7.243666666666668,8.33483870967742,8.552580645161285,8.581000000000001,8.43818770226537,9.282666666666671,11.483870967741934,6390
2010_전라북도,-1.9645161290322586,2.160204081632653,5.3847926267281085,9.210952380952383,16.821198156682033,22.302857142857146,25.39308755760369,26.868663594470046,21.966190476190487,13.880275229357798,6.472857142857145,0.4308755760368654,3.438248847926267,7.126020408163265,10.184792626728111,15.297142857142859,23.18894009216591,28.39000000000001,29.98387096774194,31.57465437788018,27.57761904761903,20.354587155963298,13.249523809523819,6.088940092165903,-6.983410138248848,-2.2576530612244894,0.5516129032258065,3.5490476190476183,10.937327188940097,17.372380952380947,22.173271889400947,23.618433179723496,17.97380952380952,8.459633027522937,0.3604761904761911,-4.609216589861752,1.0917050691244239,3.630102040816327,2.193548387096774,2.946666666666667,3.645622119815668,1.0676190476190472,11.177419354838705,17.58847926267281,4.704761904761905,1.3077981651376147,0.579047619047619,1.3797235023041476,5.023041474654378,4.551020408163265,3.9493087557603688,6.29047619047619,6.880184331797235,6.142857142857143,4.110599078341014,4.253456221198157,5.266666666666667,5.605504587155964,6.5,10.31336405529954,1.2350230414746544,1.3112244897959184,1.5898617511520738,2.376190476190476,2.737327188940092,2.776190476190476,2.230414746543779,1.9861751152073732,2.057142857142857,1.7660550458715596,1.4285714285714286,1.1013824884792627,71.20276497695852,69.28571428571429,67.59907834101382,63.785714285714285,67.5668202764977,70.64285714285714,78.77880184331798,81.23041474654377,76.74761904761905,73.35321100917432,65.18095238095238,69.6589861751152,2.870967741935484,3.0969387755102042,3.7419354838709675,2.980952380952381,2.857142857142857,3.3904761904761904,4.110599078341014,3.953917050691244,3.2,2.4357798165137616,1.7809523809523808,2.6774193548387095,1.5046082949308761,0.08061224489795919,0.26635944700460834,0.007142857142857143,0,0,0,0,0,0,0.0,1.6156682027649774,7.604608294930869,7.8326530612244865,9.369124423963132,9.469523809523805,8.309677419354834,7.060952380952382,7.8027649769585254,7.837327188940093,7.356666666666663,7.028899082568806,8.16571428571428,8.848847926267283,5849
2010_충청남도,-2.661290322580647,1.7385714285714282,5.0761290322580646,9.240666666666666,16.630322580645164,22.245333333333345,25.411612903225812,26.576129032258056,21.80466666666667,13.745161290322574,6.556000000000002,0.24064516129032235,2.636774193548387,6.522857142857143,9.553548387096779,15.184000000000003,22.615483870967747,28.029999999999983,29.57161290322581,30.85483870967742,26.855999999999987,20.219999999999995,13.128666666666666,5.741935483870968,-7.667096774193546,-2.7728571428571414,0.327741935483871,3.444666666666666,10.93096774193549,17.278000000000013,22.083225806451615,23.66967741935484,17.89866666666666,8.321935483870966,0.5740000000000001,-4.8354838709677415,1.2748387096774194,2.4735714285714283,2.62967741935484,2.1,4.006451612903226,1.9419999999999997,10.033548387096774,16.277419354838713,7.947333333333334,0.6819354838709676,0.5359999999999999,1.0393548387096774,4.980645161290322,4.792857142857143,4.161290322580645,6.153333333333333,6.574193548387097,6.666666666666667,4.438709677419355,4.258064516129032,5.1466666666666665,5.84516129032258,6.073333333333333,5.141935483870967,1.6387096774193548,2.0,2.3419354838709676,3.3733333333333335,3.664516129032258,3.8933333333333335,3.2838709677419353,2.9096774193548387,2.88,2.554838709677419,1.92,1.5548387096774194,70.99354838709678,68.74285714285715,66.12258064516129,61.54666666666667,67.58709677419355,69.91333333333333,78.60645161290323,80.7741935483871,77.59333333333333,71.81935483870967,64.84666666666666,67.6258064516129,3.0064516129032257,3.142857142857143,3.7870967741935484,3.1333333333333333,3.1354838709677417,3.3133333333333335,4.2,4.2,3.433333333333333,2.296774193548387,2.1733333333333333,2.8967741935483873,1.5451612903225804,0.2714285714285714,0.5941935483870967,0.0,0,0,0,0,0,0,0.0,1.2529032258064519,7.425806451612901,7.473571428571428,9.194838709677414,8.685333333333332,7.756129032258066,6.154666666666667,7.269677419354837,7.323225806451616,7.470666666666667,6.660645161290322,8.170666666666667,9.11677419354839,3990
2010_충청북도,-4.609677419354839,0.5205357142857137,3.979032258064516,9.006666666666668,16.83387096774194,22.311666666666667,24.963709677419363,26.311290322580653,20.79,12.88467741935484,5.0683333333333325,-1.5580645161290319,1.1016129032258064,5.616071428571426,8.608870967741936,15.27500000000001,23.427419354838708,28.510833333333334,29.454032258064526,30.718548387096785,26.2,19.56612903225805,12.085000000000006,4.098387096774194,-9.8741935483871,-4.137500000000001,-0.5250000000000005,2.8425000000000007,10.187903225806451,16.708333333333332,21.479838709677413,23.32500000000001,16.753333333333323,7.508870967741932,-1.0983333333333327,-6.783870967741935,1.2370967741935481,2.5401785714285707,3.133870967741936,2.2550000000000003,3.6403225806451616,1.5749999999999997,6.50241935483871,12.739516129032257,9.259166666666665,0.7169354838709677,0.5183333333333333,0.8532258064516126,5.661290322580645,4.964285714285714,4.096774193548387,5.825,7.080645161290323,6.991666666666666,3.846774193548387,3.6129032258064515,4.558333333333334,5.443548387096774,6.608333333333333,5.516129032258065,3.8629032258064515,4.973214285714286,5.540322580645161,8.275,9.92741935483871,10.191666666666666,7.766129032258065,6.862903225806452,6.833333333333333,6.161290322580645,5.191666666666666,4.120967741935484,68.19354838709677,66.11607142857143,65.33064516129032,56.2,61.25,66.20833333333333,78.54838709677419,82.37903225806451,79.74166666666666,74.96774193548387,63.766666666666666,67.70161290322581,2.0403225806451615,2.5714285714285716,3.1774193548387095,2.7,2.5161290322580645,2.6666666666666665,3.6774193548387095,3.717741935483871,2.95,1.9758064516129032,1.4416666666666667,1.9274193548387097,0.7112903225806454,0.417857142857143,0.7379032258064516,0.0,0,0,0,0,0,0,0.024166666666666666,1.1024193548387096,7.899193548387099,7.402678571428573,8.999193548387098,9.545,8.245967741935484,6.9149999999999965,6.804838709677422,6.9064516129032265,6.832499999999998,6.5612903225806445,8.133333333333333,8.510483870967743,3861
2011_강원도,-7.133724340175951,-0.34188311688311673,2.397360703812317,8.657272727272725,14.297653958944284,18.6769696969697,21.167352941176475,21.850439882697938,16.958181818181824,10.567256637168144,7.627355623100299,-2.253958944281525,-1.7979472140762474,5.3207792207792215,7.592082111436948,14.27333333333334,19.64486803519061,23.767575757575774,24.64970588235294,25.980938416422287,21.910909090909072,16.65870206489676,12.178419452887539,2.276832844574779,-12.883577712609974,-5.328896103896105,-2.6604105571847514,3.1451515151515146,9.467155425219946,14.344545454545452,18.62970588235293,18.890909090909094,13.005151515151518,5.548967551622419,3.6738601823708175,-6.492375366568919,0.23225806451612904,2.200324675324675,0.7648093841642227,3.940909090909091,3.339589442815249,11.744242424242424,18.093823529411765,5.924046920821113,4.029393939393939,1.2628318584070795,2.6601823708206687,1.0167155425219943,6.231671554252199,5.220779220779221,6.4985337243401755,5.754545454545455,5.120234604105572,5.872727272727273,2.4794117647058824,3.337243401759531,4.815151515151515,5.510324483775811,3.674772036474164,5.146627565982405,2.806451612903226,3.1201298701298703,4.404692082111437,4.621212121212121,4.8563049853372435,5.239393939393939,3.3911764705882352,3.941348973607038,4.012121212121212,3.4601769911504423,1.9817629179331306,2.190615835777126,47.85923753665689,58.22727272727273,45.759530791788855,51.57575757575758,57.18181818181818,63.17878787878788,76.12352941176471,73.3225806451613,67.6969696969697,63.823008849557525,63.224924012158056,54.24340175953079,1.3958944281524928,2.4837662337662336,1.8651026392961876,2.3515151515151516,2.7976539589442817,2.806060606060606,3.864705882352941,3.527859237536657,2.493939393939394,2.03834808259587,2.7811550151975686,1.7741935483870968,2.619648093841642,5.9584415584415575,1.5442815249266864,0.136969696969697,0,0,0,0,0,0,0.11580547112462004,3.688269794721408,7.140762463343113,6.035389610389611,8.56041055718475,8.521515151515157,7.7821114369501485,7.013939393939389,6.107941176470588,6.074780058651028,6.281818181818182,5.880530973451328,6.580547112462004,6.589149560117301,5139
2011_경기도,-8.367096774193547,-0.15642857142857167,3.209032258064517,9.739999999999993,16.81935483870968,21.44133333333334,24.35096774193549,24.852903225806447,20.220666666666673,12.229032258064523,9.694666666666668,-1.795483870967742,-2.416129032258065,6.330714285714289,9.57161290322581,16.753999999999994,23.349032258064522,27.082666666666658,28.46645161290323,29.76000000000001,26.289999999999996,19.542580645161276,15.001999999999995,3.2890322580645153,-14.912258064516136,-5.684285714285717,-2.3574193548387083,3.8040000000000003,11.206451612903228,16.834000000000007,21.74322580645162,21.932258064516116,15.468666666666666,6.313548387096772,5.0033333333333365,-6.541935483870966,0.24709677419354842,1.4542857142857142,0.584516129032258,3.9473333333333334,3.228387096774193,12.422666666666668,32.1658064516129,8.712258064516128,1.6626666666666667,1.2135483870967743,2.090666666666667,0.3303225806451613,6.787096774193548,5.921428571428572,7.438709677419355,6.52,6.187096774193549,6.0,2.967741935483871,3.470967741935484,6.06,6.464516129032258,4.38,6.116129032258065,1.8903225806451613,2.192857142857143,3.206451612903226,3.3933333333333335,3.490322580645161,3.3866666666666667,2.3806451612903228,2.638709677419355,3.0866666666666664,2.4516129032258065,1.4733333333333334,1.5225806451612902,60.66451612903226,64.61428571428571,53.987096774193546,58.08,62.55483870967742,72.64,84.40645161290323,80.58064516129032,71.90666666666667,71.0,70.53333333333333,62.15483870967742,1.3225806451612903,1.6714285714285715,1.3225806451612903,0.9533333333333334,1.1225806451612903,1.22,1.6774193548387097,1.5032258064516129,0.8866666666666667,0.7870967741935484,1.2,0.8387096774193549,3.258064516129032,0.07785714285714285,0.04,0.0,0,0,0,0,0,0,0.0,0.17161290322580644,6.835483870967743,5.790714285714281,9.257419354838708,8.540666666666667,8.11806451612903,7.368666666666668,6.668387096774194,6.394838709677418,6.628000000000001,6.211612903225806,6.523999999999999,6.451612903225806,5405
