1.00,4.37
2.00,3.95
3.00,2.44
4.00,3.56
5.00,3.64
6.00,3.49
7.00,3.23
8.00,3.57
9.00,3.26
10.00,3.28
11.00,3.78
12.00,4.39
13.00,3.65
14.00,3.40
15.00,3.45
16.00,3.72
17.00,4.21
18.00,3.73
19.00,2.61
20.00,3.59
21.00,3.26
22.00,2.57
23.00,3.65
24.00,3.65
25.00,4.81
26.00,3.24
27.00,3.55
28.00,3.02
29.00,4.14
30.00,4.74
31.00,3.92
32.00,3.75
33.00,3.79
34.00,3.42
35.00,4.09
36.00,2.63
37.00,4.14
38.00,3.22
39.00,4.00
40.00,3.77
41.00,3.25
42.00,3.57
43.00,4.55
44.00,3.35
45.00,3.88
46.00,4.00
47.00,3.05
48.00,4.03
49.00,4.26
50.00,2.78
51.00,3.78
52.00,4.48
53.00,5.00
54.00,3.03
55.00,2.84
56.00,3.80
57.00,3.39
58.00,3.90
59.00,4.36
60.00,3.73
61.00,4.05
62.00,4.08
63.00,3.63
64.00,3.77
65.00,4.03
66.00,4.02
67.00,3.97
68.00,3.23
69.00,4.37
70.00,4.32
71.00,3.60
72.00,4.16
73.00,3.71
74.00,4.27
75.00,3.23
76.00,3.08
77.00,4.00
78.00,3.16
79.00,4.20
80.00,4.26
81.00,2.77
82.00,3.38
83.00,3.31
84.00,3.69
85.00,3.71
86.00,3.93
87.00,3.95
88.00,4.04
89.00,3.47
90.00,4.07
91.00,3.40
92.00,3.94
93.00,4.29
94.00,3.04
95.00,4.06
96.00,3.88
97.00,4.19
98.00,3.91
99.00,3.87
100.00,3.95
101.00,3.56
102.00,3.36
103.00,3.91
104.00,3.51
105.00,4.12
106.00,4.44
107.00,3.91
108.00,3.99
109.00,3.22
110.00,3.73
111.00,3.34
112.00,3.59
113.00,3.65
114.00,3.44
115.00,3.77
116.00,3.44
117.00,3.34
118.00,3.82
119.00,4.18
120.00,3.41
121.00,3.29
122.00,4.55
123.00,4.04
124.00,3.99
125.00,3.86
126.00,3.29
127.00,3.11
128.00,4.36
129.00,3.92
130.00,3.54
131.00,3.44
132.00,3.04
133.00,3.00
134.00,3.57
135.00,3.63
136.00,3.32
137.00,3.98
138.00,3.52
139.00,2.14
140.00,3.50
141.00,3.54
142.00,3.82
143.00,3.32
144.00,3.63
145.00,3.35
146.00,3.14
147.00,3.38
148.00,3.74
149.00,2.72
150.00,3.58
151.00,3.54
152.00,4.02
153.00,2.22
154.00,4.38
155.00,3.61
156.00,3.69
157.00,3.48
158.00,3.42
159.00,3.27
160.00,2.71
161.00,3.83
162.00,4.24
163.00,3.00
164.00,4.25
165.00,3.54
166.00,4.07
167.00,3.44
168.00,4.46
169.00,4.25
170.00,3.34
171.00,4.63
172.00,3.83
173.00,3.48
174.00,3.66
175.00,3.54
176.00,4.06
177.00,3.38
178.00,4.09
179.00,3.78
180.00,3.56
181.00,2.94
182.00,3.51
183.00,3.82
184.00,3.71
185.00,3.53
186.00,4.08
187.00,3.78
188.00,4.40
189.00,4.10
190.00,3.91
191.00,3.74
192.00,4.05
193.00,3.80
194.00,3.47
195.00,3.53
196.00,3.94
197.00,3.86
198.00,3.49
199.00,3.40
200.00,3.81
201.00,4.10
202.00,3.82
203.00,3.84
204.00,3.96
205.00,3.87
206.00,4.04
207.00,2.88
208.00,3.31
209.00,4.24
210.00,4.08
211.00,3.90
212.00,3.59
213.00,3.83
214.00,2.86
215.00,3.91
216.00,3.66
217.00,2.76
218.00,3.37
219.00,3.17
220.00,3.96
221.00,4.13
222.00,3.17
223.00,3.27
224.00,4.26
225.00,3.65
226.00,3.48
227.00,4.20
228.00,3.74
229.00,3.74
230.00,2.86
231.00,3.85
232.00,3.25
233.00,3.30
234.00,3.50
235.00,3.65
236.00,3.97
237.00,3.36
238.00,3.68
239.00,4.03
240.00,3.91
241.00,3.98
242.00,3.60
243.00,4.14
244.00,3.77
245.00,2.71
246.00,4.25
247.00,3.75
248.00,3.75
249.00,3.70
250.00,4.22
251.00,4.87
252.00,4.20
253.00,4.35
254.00,3.98
255.00,2.57
256.00,3.95
257.00,3.20
258.00,4.20
259.00,3.12
260.00,3.76
261.00,3.86
262.00,3.11
263.00,3.72
264.00,3.56
265.00,3.35
266.00,3.50
267.00,4.18
268.00,3.27
269.00,3.62
